,created_at,id,health,politics,emotions,full_text,full_text_tokenize,clean_full_text,clean_full_text_tokenized,porter_lamtizer_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Tue Oct 20 00:56:44 +0000 2020,1.31836E+18,0,1,1,"Sobering. Biden not shoo-in, folks. Vote like your life depends it, because does. Period. Life death for many: COVID, healthcare, jobs for rent and food. https://t.co/KlfJwoVI9w","['Sobering', '.', 'Biden', 'not', 'shoo-in', ',', 'folks', '.', 'Vote', 'like', 'your', 'life', 'depends', 'it', ',', 'because', 'does', '.', 'Period', '.', 'Life', 'death', 'for', 'many', ':', 'COVID', ',', 'healthcare', ',', 'jobs', 'for', 'rent', 'and', 'food', '.', 'https://t.co/KlfJwoVI9w']",Sobering Biden not shooin folks Vote like your life depends it because does Period Life death for many COVID healthcare jobs for rent and food ,"['Biden', 'folks', 'Vote', 'like', 'life', 'Period', 'Life', 'COVID', 'jobs', 'food']","biden,folk,vote,like,life,period,life,covid,job,food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Tue Oct 20 00:56:44 +0000 2020,1.31836E+18,0,0,1,Proud 3M’s sustained investment STEM education and challenges. Amazing work this legit scientist WOW! https://t.co/DikDc3NhDv,"['Proud', '3', 'M', '’', 's', 'sustained', 'investment', 'STEM', 'education', 'and', 'challenges', '.', 'Amazing', 'work', 'this', 'legit', 'scientist', 'WOW', '!', 'https://t.co/DikDc3NhDv']",Proud 3Ms sustained investment STEM education and challenges Amazing work this legit scientist WOW ,"['Proud', 'M', 'education', 'challenges', 'work', 'legit', 'WOW']","proud,M,educ,challeng,work,legit,wow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Tue Oct 20 00:56:44 +0000 2020,1.31836E+18,1,0,1,"@DrTomFrieden It's fight flight. The cowar ,pvt bonespurs chose flight, leaving hospitals,drs nurses and aids without federal support. Unless you're rich trump donor,forget covid relief.","['@DrTomFrieden', ""It's"", 'fight', 'flight', '.', 'The', 'cowar', ',', 'pvt', 'bonespurs', 'chose', 'flight', ',', 'leaving', 'hospitals', ',', 'drs', 'nurses', 'and', 'aids', 'without', 'federal', 'support', '.', 'Unless', ""you're"", 'rich', 'trump', 'donor', ',', 'forget', 'covid', 'relief', '.']", Its fight flight The cowar pvt bonespurs chose flight leaving hospitalsdrs nurses and aids without federal support Unless youre rich trump donorforget covid relief,"['fight', 'flight', 'pvt', 'bonespurs', 'chose', 'flight', 'leaving', 'hospitals', 'federal', 'rich']","fight,flight,pvt,bonespur,chose,flight,leav,hospit,feder,rich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Tue Oct 20 00:56:44 +0000 2020,1.31836E+18,0,1,1,"million Black &amp; Latinos POVERTY due COVID-19 LOCKDOWNS. Most lockdowns are Democrat States! Think about that? The Governors, Mayors, City Councils these Democrat states causing WORSE PROBLEMS financial, health, and generational poverty because their bullshit.","['million', 'Black', '&', 'amp', ';', 'Latinos', 'POVERTY', 'due', 'COVID', '-', '19', 'LOCKDOWNS', '.', 'Most', 'lockdowns', 'are', 'Democrat', 'States', '!', 'Think', 'about', 'that', '?', 'The', 'Governors', ',', 'Mayors', ',', 'City', 'Councils', 'these', 'Democrat', 'states', 'causing', 'WORSE', 'PROBLEMS', 'financial', ',', 'health', ',', 'and', 'generational', 'poverty', 'because', 'their', 'bullshit', '.']",million Black amp Latinos POVERTY due COVID19 LOCKDOWNS Most lockdowns are Democrat States Think about that The Governors Mayors City Councils these Democrat states causing WORSE PROBLEMS financial health and generational poverty because their bullshit,"['Black', 'Latinos', 'POVERTY', 'COVID', 'LOCKDOWNS', 'Most', 'lockdowns', 'Democrat', 'Think', 'Governors', 'Mayors', 'City', 'Councils', 'Democrat', 'causing', 'WORSE', 'PROBLEMS', 'financial', 'generational', 'poverty', 'bullshit']","black,latino,poverti,covid,lockdown,most,lockdown,democrat,think,governor,mayor,citi,council,democrat,caus,wors,problem,financi,gener,poverti,bullshit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Tue Oct 20 00:56:43 +0000 2020,1.31836E+18,1,0,1,"Masks don't work. Close friend mine caught covid-19 and survived. Funny thing is, always weared mask everywhere went and still caught Covid-19. So, mask don't work, PERIOD.","['Masks', ""don't"", 'work', '.', 'Close', 'friend', 'mine', 'caught', 'covid', '-', '19', 'and', 'survived', '.', 'Funny', 'thing', 'is', ',', 'always', 'weared', 'mask', 'everywhere', 'went', 'and', 'still', 'caught', 'Covid', '-', '19', '.', 'So', ',', 'mask', ""don't"", 'work', ',', 'PERIOD', '.']",Masks dont work Close friend mine caught covid19 and survived Funny thing is always weared mask everywhere went and still caught Covid19 So mask dont work PERIOD,"['Masks', 'work', 'Close', 'friend', 'caught', 'Funny', 'everywhere', 'caught', 'Covid', 'work', 'PERIOD']","mask,work,close,friend,caught,funni,everywher,caught,covid,work,period",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Tue Oct 20 00:56:43 +0000 2020,1.31836E+18,0,0,0,@patriotsnews247 @OfficialNFLShop COVID,"['@patriotsnews247', '@OfficialNFLShop', 'COVID']",  COVID,['COVID'],covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Tue Oct 20 00:56:43 +0000 2020,1.31836E+18,1,1,1,Absolutely you can see brainless trump caught covid https://t.co/MmiQV898Gi,"['Absolutely', 'you', 'can', 'see', 'brainless', 'trump', 'caught', 'covid', 'https://t.co/MmiQV898Gi']",Absolutely you can see brainless trump caught covid ,"['brainless', 'caught']","brainless,caught",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Tue Oct 20 00:56:43 +0000 2020,1.31836E+18,1,0,1,"@RichAzzopardi 16,348 covid test NYC schools, test. staff, students why aren't kids back school? You guys are ruining these kids education fear that's it.","['@RichAzzopardi', '16,348', 'covid', 'test', 'NYC', 'schools', ',', 'test', '.', 'staff', ',', 'students', 'why', ""aren't"", 'kids', 'back', 'school', '?', 'You', 'guys', 'are', 'ruining', 'these', 'kids', 'education', 'fear', ""that's"", 'it', '.']", 16348 covid test NYC schools test staff students why arent kids back school You guys are ruining these kids education fear thats it,"['NYC', 'kids', 'back', 'You', 'guys', 'ruining', 'kids', 'education', 'fear']","nyc,kid,back,you,guy,ruin,kid,educ,fear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Tue Oct 20 00:56:43 +0000 2020,1.31836E+18,0,1,0,"You heard the lady.... guys, get them votes out for the #GlamGoddess and just maybe she will send you covid mask with her face you have something fantasize nite. Vote @PrincessLisaNY @RevolutionWres @wrestlingtwit2 #LaFamilia https://t.co/wwIzQ8cZTR","['You', 'heard', 'the', 'lady', '.', '.', '.', '.', 'guys', ',', 'get', 'them', 'votes', 'out', 'for', 'the', '#GlamGoddess', 'and', 'just', 'maybe', 'she', 'will', 'send', 'you', 'covid', 'mask', 'with', 'her', 'face', 'you', 'have', 'something', 'fantasize', 'nite', '.', 'Vote', '@PrincessLisaNY', '@RevolutionWres', '@wrestlingtwit2', '#LaFamilia', 'https://t.co/wwIzQ8cZTR']",You heard the lady guys get them votes out for the GlamGoddess and just maybe she will send you covid mask with her face you have something fantasize nite Vote    LaFamilia ,"['You', 'lady', 'guys', 'get', 'votes', 'face', 'fantasize', 'Vote']","you,ladi,guy,get,vote,face,fantas,vote",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Tue Oct 20 00:56:42 +0000 2020,1.31836E+18,1,0,0,@SoloBobeando @BurlingSharon @SaferCareVic Yeh what’s blood test got with covid,"['@SoloBobeando', '@BurlingSharon', '@SaferCareVic', 'Yeh', 'what', '’', 's', 'blood', 'test', 'got', 'with', 'covid']",   Yeh whats blood test got with covid,"['Yeh', 'blood', 'got']","yeh,blood,got",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Tue Oct 20 00:56:41 +0000 2020,1.31836E+18,0,1,1,"@SenatorLoeffler stating that she voted with Trump 100% the time. She strong NRA supporter. These two things make want throw up. Our economy shambles, Covid-19 through the roof and school shootings are rampant. Vote this woman OUT office. Vote blue!","['@SenatorLoeffler', 'stating', 'that', 'she', 'voted', 'with', 'Trump', '100', '%', 'the', 'time', '.', 'She', 'strong', 'NRA', 'supporter', '.', 'These', 'two', 'things', 'make', 'want', 'throw', 'up', '.', 'Our', 'economy', 'shambles', ',', 'Covid', '-', '19', 'through', 'the', 'roof', 'and', 'school', 'shootings', 'are', 'rampant', '.', 'Vote', 'this', 'woman', 'OUT', 'office', '.', 'Vote', 'blue', '!']", stating that she voted with Trump 100 the time She strong NRA supporter These two things make want throw up Our economy shambles Covid19 through the roof and school shootings are rampant Vote this woman OUT office Vote blue,"['voted', 'Trump', 'NRA', 'want', 'Our', 'economy', 'Covid', 'roof', 'rampant', 'Vote', 'woman', 'OUT', 'Vote', 'blue']","vote,trump,nra,want,our,economi,covid,roof,rampant,vote,woman,out,vote,blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Tue Oct 20 00:56:41 +0000 2020,1.31836E+18,0,1,1,You're correct. I've stated for months that COVID-19 Donald Trump's ZYKLON GAS. Trump Nazi. Fact. Nazis DELIGHT controlling who lives+who dies. Hundreds thousands dead people don't faze Nazis. Blame million pieces racist garbage who voted for this P0S. https://t.co/YKpljACL9T,"[""You're"", 'correct', '.', ""I've"", 'stated', 'for', 'months', 'that', 'COVID', '-', '19', 'Donald', ""Trump's"", 'ZYKLON', 'GAS', '.', 'Trump', 'Nazi', '.', 'Fact', '.', 'Nazis', 'DELIGHT', 'controlling', 'who', 'lives', '+', 'who', 'dies', '.', 'Hundreds', 'thousands', 'dead', 'people', ""don't"", 'faze', 'Nazis', '.', 'Blame', 'million', 'pieces', 'racist', 'garbage', 'who', 'voted', 'for', 'this', 'P0S', '.', 'https://t.co/YKpljACL9T']",Youre correct Ive stated for months that COVID19 Donald Trumps ZYKLON GAS Trump Nazi Fact Nazis DELIGHT controlling who liveswho dies Hundreds thousands dead people dont faze Nazis Blame million pieces racist garbage who voted for this P0S ,"[""You're"", 'COVID', 'Donald', ""Trump's"", 'ZYKLON', 'GAS', 'Trump', 'Nazi', 'Fact', 'Nazis', 'DELIGHT', 'lives', 'Hundreds', 'people', 'faze', 'Nazis', 'Blame', 'pieces', 'racist', 'garbage', 'voted', 'P0S']","you'r,covid,donald,trump',zyklon,ga,trump,nazi,fact,nazi,delight,live,hundr,peopl,faze,nazi,blame,piec,racist,garbag,vote,p0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Tue Oct 20 00:56:40 +0000 2020,1.31836E+18,1,0,1,you think covid will away soon vaccine? I'm sick this pandemic.,"['you', 'think', 'covid', 'will', 'away', 'soon', 'vaccine', '?', ""I'm"", 'sick', 'this', 'pandemic', '.']",you think covid will away soon vaccine Im sick this pandemic,"['vaccine', 'pandemic']","vaccin,pandem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Tue Oct 20 00:56:40 +0000 2020,1.31836E+18,0,1,0,@MayorDanGelber please explain mayor... can out and mingle with unknown people bar until midnight but cannot buy bottle wine publix after 8pm hang out with wife. Therefore forcing bar with other potential Covid spreaders????,"['@MayorDanGelber', 'please', 'explain', 'mayor', '.', '.', '.', 'can', 'out', 'and', 'mingle', 'with', 'unknown', 'people', 'bar', 'until', 'midnight', 'but', 'cannot', 'buy', 'bottle', 'wine', 'publix', 'after', '8', 'pm', 'hang', 'out', 'with', 'wife', '.', 'Therefore', 'forcing', 'bar', 'with', 'other', 'potential', 'Covid', 'spreaders', '?', '?', '?', '?']", please explain mayor can out and mingle with unknown people bar until midnight but cannot buy bottle wine publix after 8pm hang out with wife Therefore forcing bar with other potential Covid spreaders,"['please', 'explain', 'unknown', 'people', 'bar', 'buy', 'bottle', 'wine', 'publix', '8', 'pm', 'hang', 'wife', 'bar', 'potential', 'Covid']","pleas,explain,unknown,peopl,bar,buy,bottl,wine,publix,8,pm,hang,wife,bar,potenti,covid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Tue Oct 20 00:56:40 +0000 2020,1.31836E+18,1,0,1,Another COVID retirement party. https://t.co/1I9w8851e1,"['Another', 'COVID', 'retirement', 'party', '.', 'https://t.co/1I9w8851e1']",Another COVID retirement party ,"['COVID', 'party']","covid,parti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Tue Oct 20 00:56:40 +0000 2020,1.31836E+18,0,0,1,"@Postsemreh Yeah Plan lol. going take out one one day, but know covid lol","['@Postsemreh', 'Yeah', 'Plan', 'lol', '.', 'going', 'take', 'out', 'one', 'one', 'day', ',', 'but', 'know', 'covid', 'lol']", Yeah Plan lol going take out one one day but know covid lol,"['Yeah', 'Plan', 'lol', 'going', 'know', 'lol']","yeah,plan,lol,go,know,lol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Tue Oct 20 00:56:40 +0000 2020,1.31836E+18,0,1,0,@travisakers fair uou need compate Kamala's dancing with Mike Pence's. Here https://t.co/Rj8ighFQxN,"['@travisakers', 'fair', 'uou', 'need', 'compate', ""Kamala's"", 'dancing', 'with', 'Mike', ""Pence's"", '.', 'Here', 'https://t.co/Rj8ighFQxN']", fair uou need compate Kamalas dancing with Mike Pences Here ,"['fair', 'uou', ""Kamala's"", 'Mike', ""Pence's"", 'Here']","fair,uou,kamala',mike,pence',here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Tue Oct 20 00:56:40 +0000 2020,1.31836E+18,0,1,0,Farmers have received repeated bailouts even COVID-19 stimulus for millions other Americans stalled Congress. https://t.co/Nds7Cblzo6,"['Farmers', 'have', 'received', 'repeated', 'bailouts', 'even', 'COVID', '-', '19', 'stimulus', 'for', 'millions', 'other', 'Americans', 'stalled', 'Congress', '.', 'https://t.co/Nds7Cblzo6']",Farmers have received repeated bailouts even COVID19 stimulus for millions other Americans stalled Congress ,"['Farmers', 'bailouts', 'even', 'COVID', 'Congress']","farmer,bailout,even,covid,congress",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Tue Oct 20 00:56:39 +0000 2020,1.31836E+18,0,1,1,Treasury audit finds Iowa Republicans stole COVID money pay for non-related things well non-COVID staff salaries-precisely the kind misspending they accused Democrats wanting do. https://t.co/p4JboSzS2I,"['Treasury', 'audit', 'finds', 'Iowa', 'Republicans', 'stole', 'COVID', 'money', 'pay', 'for', 'non-related', 'things', 'well', 'non-COVID', 'staff', 'salaries-precisely', 'the', 'kind', 'misspending', 'they', 'accused', 'Democrats', 'wanting', 'do', '.', 'https://t.co/p4JboSzS2I']",Treasury audit finds Iowa Republicans stole COVID money pay for nonrelated things well nonCOVID staff salariesprecisely the kind misspending they accused Democrats wanting do ,"['Treasury', 'finds', 'Republicans', 'COVID', 'pay', 'kind', 'Democrats', 'wanting']","treasuri,find,republican,covid,pay,kind,democrat,want",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Tue Oct 20 00:56:39 +0000 2020,1.31836E+18,1,0,1,@WashTimes many are death sentence right now with Covid. Fun fact ppl that have managed survive after near death are now stricken with pre existing life long health issues. And the bills are coming in. 300k for gentleman who survived near death. Now he's gotta find home. MTC,"['@WashTimes', 'many', 'are', 'death', 'sentence', 'right', 'now', 'with', 'Covid', '.', 'Fun', 'fact', 'ppl', 'that', 'have', 'managed', 'survive', 'after', 'near', 'death', 'are', 'now', 'stricken', 'with', 'pre', 'existing', 'life', 'long', 'health', 'issues', '.', 'And', 'the', 'bills', 'are', 'coming', 'in', '.', '300', 'k', 'for', 'gentleman', 'who', 'survived', 'near', 'death', '.', 'Now', ""he's"", 'gotta', 'find', 'home', '.', 'MTC']", many are death sentence right now with Covid Fun fact ppl that have managed survive after near death are now stricken with pre existing life long health issues And the bills are coming in 300k for gentleman who survived near death Now hes gotta find home MTC,"['right', 'Covid', 'Fun', 'fact', 'ppl', 'pre', 'existing', 'life', 'long', 'bills', 'k', 'gentleman', 'Now', 'gotta', 'find', 'home', 'MTC']","right,covid,fun,fact,ppl,pre,exist,life,long,bill,k,gentleman,now,gotta,find,home,mtc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Tue Oct 20 00:56:39 +0000 2020,1.31836E+18,1,1,0,"@CNN Candidates should also required bring note from their confirming they tested negative for COVID within the established time frame. note, they cannot participate. any audience member doesn't obey the rules (COVID otherwise) must leave the venue.","['@CNN', 'Candidates', 'should', 'also', 'required', 'bring', 'note', 'from', 'their', 'confirming', 'they', 'tested', 'negative', 'for', 'COVID', 'within', 'the', 'established', 'time', 'frame', '.', 'note', ',', 'they', 'cannot', 'participate', '.', 'any', 'audience', 'member', ""doesn't"", 'obey', 'the', 'rules', '(', 'COVID', 'otherwise', ')', 'must', 'leave', 'the', 'venue', '.']", Candidates should also required bring note from their confirming they tested negative for COVID within the established time frame note they cannot participate any audience member doesnt obey the rules COVID otherwise must leave the venue,"['Candidates', 'bring', 'COVID', 'established', 'frame', 'participate', 'rules', 'COVID', 'leave']","candid,bring,covid,establish,frame,particip,rule,covid,leav",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Tue Oct 20 00:56:39 +0000 2020,1.31836E+18,0,0,1,@box_a_chocluts @briantylercohen Believe know all about it. asked one maga where the name Covid came from. went into his phone and said chinese originated virus something really dumb like that. then says that came from meme didn't and indeed did. These people not live reality.,"['@box_a_chocluts', '@briantylercohen', 'Believe', 'know', 'all', 'about', 'it', '.', 'asked', 'one', 'maga', 'where', 'the', 'name', 'Covid', 'came', 'from', '.', 'went', 'into', 'his', 'phone', 'and', 'said', 'chinese', 'originated', 'virus', 'something', 'really', 'dumb', 'like', 'that', '.', 'then', 'says', 'that', 'came', 'from', 'meme', ""didn't"", 'and', 'indeed', 'did', '.', 'These', 'people', 'not', 'live', 'reality', '.']",achocluts  Believe know all about it asked one maga where the name Covid came from went into his phone and said chinese originated virus something really dumb like that then says that came from meme didnt and indeed did These people not live reality,"['Believe', 'know', 'Covid', 'came', 'phone', 'chinese', 'virus', 'like', 'came', 'people', 'live']","believ,know,covid,came,phone,chines,viru,like,came,peopl,live",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Tue Oct 20 00:56:38 +0000 2020,1.31836E+18,1,0,0,start one-hour COVID-19 tests London Heathrow Airport https://t.co/wWwxX6nmKb,"['start', 'one-hour', 'COVID', '-', '19', 'tests', 'London', 'Heathrow', 'Airport', 'https://t.co/wWwxX6nmKb']",start onehour COVID19 tests London Heathrow Airport ,"['COVID', 'London', 'Heathrow']","covid,london,heathrow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Tue Oct 20 00:56:38 +0000 2020,1.31836E+18,0,1,1,@JoeySFromCO @SenSchumer Covid relief? ARE YOU FUCKING KIDDING ME?Mitch McConnell has had bill bring before the Senate since May. STFD,"['@JoeySFromCO', '@SenSchumer', 'Covid', 'relief', '?', 'ARE', 'YOU', 'FUCKING', 'KIDDING', 'ME', '?', 'Mitch', 'McConnell', 'has', 'had', 'bill', 'bring', 'before', 'the', 'Senate', 'since', 'May', '.', 'STFD']",  Covid relief ARE YOU FUCKING KIDDING MEMitch McConnell has had bill bring before the Senate since May STFD,"['Covid', 'YOU', 'FUCKING', 'KIDDING', 'ME', 'Mitch', 'McConnell', 'bill', 'bring', 'May']","covid,you,fuck,kid,ME,mitch,mcconnel,bill,bring,may",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Tue Oct 20 00:56:37 +0000 2020,1.31836E+18,0,0,1,I'm below knee amputee &amp; below elbow amputee from biker bombing '77 (crazy but true). looks like I'm finally getting ankle replacement Oct 22. surgery was cancelled twice because #COVID. The past yrs have been brutal. Send some positive vibes pls. #THX,"[""I'm"", 'below', 'knee', 'amputee', '&', 'amp', ';', 'below', 'elbow', 'amputee', 'from', 'biker', 'bombing', ""'"", '77', '(', 'crazy', 'but', 'true', ')', '.', 'looks', 'like', ""I'm"", 'finally', 'getting', 'ankle', 'replacement', 'Oct', '22', '.', 'surgery', 'was', 'cancelled', 'twice', 'because', '#COVID', '.', 'The', 'past', 'yrs', 'have', 'been', 'brutal', '.', 'Send', 'some', 'positive', 'vibes', 'pls', '.', '#THX']",Im below knee amputee amp below elbow amputee from biker bombing 77 crazy but true looks like Im finally getting ankle replacement Oct 22 surgery was cancelled twice because COVID The past yrs have been brutal Send some positive vibes pls THX,"['knee', 'elbow', 'biker', 'bombing', 'crazy', 'looks', 'like', 'finally', 'getting', 'Oct', '22', 'past', 'brutal', 'positive', 'vibes', 'pls']","knee,elbow,biker,bomb,crazi,look,like,final,get,oct,22,past,brutal,posit,vibe,pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Tue Oct 20 00:56:37 +0000 2020,1.31836E+18,0,0,0,"heard from two co-workers that it's likely office being closed. Odd, sunce they just spent lots taking over new floor and refurb'ing it. And moving people across country work from here. But that's COVID, guess. wonder how I'll get personal stuff back!","['heard', 'from', 'two', 'co-workers', 'that', ""it's"", 'likely', 'office', 'being', 'closed', '.', 'Odd', ',', 'sunce', 'they', 'just', 'spent', 'lots', 'taking', 'over', 'new', 'floor', 'and', ""refurb'ing"", 'it', '.', 'And', 'moving', 'people', 'across', 'country', 'work', 'from', 'here', '.', 'But', ""that's"", 'COVID', ',', 'guess', '.', 'wonder', 'how', ""I'll"", 'get', 'personal', 'stuff', 'back', '!']",heard from two coworkers that its likely office being closed Odd sunce they just spent lots taking over new floor and refurbing it And moving people across country work from here But thats COVID guess wonder how Ill get personal stuff back,"['likely', 'closed', 'Odd', 'lots', 'floor', 'people', 'work', 'But', 'COVID', 'guess', 'get', 'personal', 'back']","like,close,odd,lot,floor,peopl,work,but,covid,guess,get,person,back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Tue Oct 20 00:56:36 +0000 2020,1.31836E+18,0,0,0,"Most the apparel fibre complex China has changed tack, from weathering the COVID-19 storm switching production which requires re-stocking. Merino price rises are leading the way, but from lower base. https://t.co/mIp0ny75JX","['Most', 'the', 'apparel', 'fibre', 'complex', 'China', 'has', 'changed', 'tack', ',', 'from', 'weathering', 'the', 'COVID', '-', '19', 'storm', 'switching', 'production', 'which', 'requires', 're-stocking', '.', 'Merino', 'price', 'rises', 'are', 'leading', 'the', 'way', ',', 'but', 'from', 'lower', 'base', '.', 'https://t.co/mIp0ny75JX']",Most the apparel fibre complex China has changed tack from weathering the COVID19 storm switching production which requires restocking Merino price rises are leading the way but from lower base ,"['Most', 'fibre', 'China', 'changed', 'COVID', 'production', 'Merino', 'price', 'rises', 'leading', 'way', 'lower', 'base']","most,fibr,china,chang,covid,product,merino,price,rise,lead,way,lower,base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Tue Oct 20 00:56:36 +0000 2020,1.31836E+18,0,1,0,@realDonaldTrump Did you sign the COVID-19 waiver? https://t.co/etCJLT2ELU,"['@realDonaldTrump', 'Did', 'you', 'sign', 'the', 'COVID', '-', '19', 'waiver', '?', 'https://t.co/etCJLT2ELU']", Did you sign the COVID19 waiver ,"['Did', 'COVID', 'waiver']","did,covid,waiver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Tue Oct 20 00:56:36 +0000 2020,1.31836E+18,0,0,0,"mourn any single life that lost... COVID not. But should also mourning all the livlihoods and businesses that we're lost because the government lockdown. BTW, over 200 MNs die each day, and COVID deaths are less than since March. https://t.co/nPcbruLl7P","['mourn', 'any', 'single', 'life', 'that', 'lost', '.', '.', '.', 'COVID', 'not', '.', 'But', 'should', 'also', 'mourning', 'all', 'the', 'livlihoods', 'and', 'businesses', 'that', ""we're"", 'lost', 'because', 'the', 'government', 'lockdown', '.', 'BTW', ',', 'over', '200', 'MNs', 'die', 'each', 'day', ',', 'and', 'COVID', 'deaths', 'are', 'less', 'than', 'since', 'March', '.', 'https://t.co/nPcbruLl7P']",mourn any single life that lost COVID not But should also mourning all the livlihoods and businesses that were lost because the government lockdown BTW over 200 MNs die each day and COVID deaths are less than since March ,"['life', 'lost', 'COVID', 'But', 'livlihoods', 'businesses', 'lost', 'government', 'lockdown', 'BTW', '200', 'MNs', 'COVID', 'less', 'March']","life,lost,covid,but,livlihood,busi,lost,govern,lockdown,btw,200,mn,covid,less,march",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Tue Oct 20 00:56:35 +0000 2020,1.31836E+18,0,0,1,"I'd love add some echeverias plant collection, but the decent plant stores are fairly far away from neighbourhood guess don't deserve greenery) and the idea spending hour the packed metro, considering the covid numbers Madrid, sounds dreadful.","[""I'd"", 'love', 'add', 'some', 'echeverias', 'plant', 'collection', ',', 'but', 'the', 'decent', 'plant', 'stores', 'are', 'fairly', 'far', 'away', 'from', 'neighbourhood', 'guess', ""don't"", 'deserve', 'greenery', ')', 'and', 'the', 'idea', 'spending', 'hour', 'the', 'packed', 'metro', ',', 'considering', 'the', 'covid', 'numbers', 'Madrid', ',', 'sounds', 'dreadful', '.']",Id love add some echeverias plant collection but the decent plant stores are fairly far away from neighbourhood guess dont deserve greenery and the idea spending hour the packed metro considering the covid numbers Madrid sounds dreadful,"['love', 'echeverias', 'plant', 'plant', 'fairly', 'far', 'guess', 'greenery', 'hour', 'packed', 'Madrid']","love,echeveria,plant,plant,fairli,far,guess,greeneri,hour,pack,madrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Tue Oct 20 00:56:35 +0000 2020,1.31836E+18,0,0,1,"feel like death, maybe have covid and wont have rehab","['feel', 'like', 'death', ',', 'maybe', 'have', 'covid', 'and', 'wont', 'have', 'rehab']",feel like death maybe have covid and wont have rehab,"['feel', 'like']","feel,like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Tue Oct 20 00:56:35 +0000 2020,1.31836E+18,0,1,0,"@Sunnysi53913347 @SenSchumer Well, yes, but this what negotiating all about. And the Dems should have been doing since they regained power the House last year. Mitch can have his justice, stimulus bill, not both. And Mitch wants businesses exempt from Covid lawsuits. That's also NO.","['@Sunnysi53913347', '@SenSchumer', 'Well', ',', 'yes', ',', 'but', 'this', 'what', 'negotiating', 'all', 'about', '.', 'And', 'the', 'Dems', 'should', 'have', 'been', 'doing', 'since', 'they', 'regained', 'power', 'the', 'House', 'last', 'year', '.', 'Mitch', 'can', 'have', 'his', 'justice', ',', 'stimulus', 'bill', ',', 'not', 'both', '.', 'And', 'Mitch', 'wants', 'businesses', 'exempt', 'from', 'Covid', 'lawsuits', '.', ""That's"", 'also', 'NO', '.']",  Well yes but this what negotiating all about And the Dems should have been doing since they regained power the House last year Mitch can have his justice stimulus bill not both And Mitch wants businesses exempt from Covid lawsuits Thats also NO,"['Well', 'Dems', 'power', 'House', 'last', 'Mitch', 'bill', 'Mitch', 'wants', 'businesses', 'exempt', 'Covid', 'lawsuits', ""That's"", 'NO']","well,dem,power,hous,last,mitch,bill,mitch,want,busi,exempt,covid,lawsuit,that',NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Tue Oct 20 00:56:35 +0000 2020,1.31836E+18,0,1,1,"@realDonaldTrump Wow, you have price for everything. You can’t even help citizens and small businesses during covid but you make deal help terrorist supporters. Wow!","['@realDonaldTrump', 'Wow', ',', 'you', 'have', 'price', 'for', 'everything', '.', 'You', 'can', '’', 't', 'even', 'help', 'citizens', 'and', 'small', 'businesses', 'during', 'covid', 'but', 'you', 'make', 'deal', 'help', 'terrorist', 'supporters', '.', 'Wow', '!']", Wow you have price for everything You cant even help citizens and small businesses during covid but you make deal help terrorist supporters Wow,"['Wow', 'price', 'everything', 'You', 'even', 'citizens', 'businesses', 'Wow']","wow,price,everyth,you,even,citizen,busi,wow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
